shots,species,acc_mean,acc_std,acc_ci95,n_runs
1,Amblyomma americanum,0.4432558139534883,0.1730016834198115,0.033908329950283055,100
3,Amblyomma americanum,0.6476190476190475,0.17818219564292315,0.03492371034601294,100
5,Amblyomma americanum,0.6939024390243902,0.15641885356509114,0.030658095298757865,100
10,Amblyomma americanum,0.7809090909090909,0.07716751717459763,0.015124833366221136,100
20,Amblyomma americanum,0.835223880597015,0.07159277684102364,0.014032184260840632,100
1,Dermacentor variabilis,0.8516501650165015,0.18409997479960782,0.03608359506072314,100
3,Dermacentor variabilis,0.8822923588039867,0.05017002422053892,0.00983332474722563,100
5,Dermacentor variabilis,0.8801337792642141,0.03832129042507698,0.007510972923315088,100
10,Dermacentor variabilis,0.8921768707482992,0.033011061716616774,0.006470168096456888,100
20,Dermacentor variabilis,0.911725352112676,0.01913119355478835,0.003749713936738516,100
1,Haemaphysalis longicornis,0.4782142857142857,0.21637360657231058,0.04240922688817288,100
3,Haemaphysalis longicornis,0.6607692307692308,0.19120741965077637,0.037476654251552166,100
5,Haemaphysalis longicornis,0.6883333333333332,0.1783057186209385,0.034947920849703946,100
10,Haemaphysalis longicornis,0.7857894736842106,0.14238065740082637,0.027906608850561967,100
20,Haemaphysalis longicornis,0.871111111111111,0.13280854449153995,0.02603047472034183,100
1,Ixodes cookei,0.6818518518518519,0.23501611144766232,0.04606315784374181,100
3,Ixodes cookei,0.7528,0.16734456077268248,0.032799533911445765,100
5,Ixodes cookei,0.85,0.08615684116385641,0.016886740868115854,100
10,Ixodes cookei,0.8855555555555555,0.06502850775851629,0.012745587520669193,100
20,Ixodes cookei,0.88875,0.09213893494789992,0.018059231249788383,100
1,Ixodes scapularis,0.6391851851851851,0.2521230357082617,0.049416114998819295,100
3,Ixodes scapularis,0.7933834586466166,0.15974632859597948,0.03131028040481198,100
5,Ixodes scapularis,0.8670229007633588,0.09973763936420453,0.019548577315384088,100
10,Ixodes scapularis,0.9094444444444446,0.043980708438200435,0.008620218853887286,100
20,Ixodes scapularis,0.9418103448275861,0.03034606940716029,0.005947829603803417,100
